类型,名称,仙草,毒草,链接,,,,,,,,
都市,《幻视颠峰》（校对版全本）作者：吾为妖孽,137,89,http://www.zxcs.me/post/10642,,,,,,,,
都市,《超品奇才》（校对版全本）作者：穷四,172,80,http://www.zxcs.me/post/10625,,,,,,,,
都市,《科技大明星》（校对版全本）作者：笨舌,69,34,http://www.zxcs.me/post/10620,,,,,,,,
都市,《干物妹也要当漫画家》（校对版全本）作者：醉卧笑伊人(墨染红尘01),135,127,http://www.zxcs.me/post/10614,,,,,,,,
都市,《未来聊天群》（校对版全本）作者：阅朗薪稀,92,74,http://www.zxcs.me/post/10610,,,,,,,,
都市,《不靠谱大侠》（校对版全本）作者：田十,75,9,http://www.zxcs.me/post/10607,,,,,,,,
都市,《非人类基因统合体》（校对版全本）作者：魔性沧月,606,158,http://www.zxcs.me/post/10594,,,,,,,,
都市,《我就是太平洋》（校对版全本）作者：敢为,263,122,http://www.zxcs.me/post/10590,,,,,,,,
都市,《好莱坞之路》（校对版全本）作者：白色十三号,145,90,http://www.zxcs.me/post/10581,,,,,,,,
都市,《超级军工霸主》（校对版全本）作者：安溪柚,147,100,http://www.zxcs.me/post/10549,,,,,,,,
都市,《重生之完美岁月》（校对版全本）作者：摹本,137,105,http://www.zxcs.me/post/10546,,,,,,,,
都市,《重生之抠脚大汉变男神》（校对版全本）作者：二宝天使,205,148,http://www.zxcs.me/post/10535,,,,,,,,
都市,《修真归来在都市》（校对版全本）作者：陌路行,263,68,http://www.zxcs.me/post/10526,,,,,,,,
都市,《发个微信去天庭》（校对版全本）作者：台灯下的节奏,229,110,http://www.zxcs.me/post/10522,,,,,,,,
都市,《穿越者》（校对版全本）作者：骁骑校,243,50,http://www.zxcs.me/post/10519,,,,,,,,
都市,《我是妖怪请来的救兵》（校对版全本）作者：葫芦欧巴,74,16,http://www.zxcs.me/post/10517,,,,,,,,
都市,《天下珍玩》（校对版全本）作者：九年尘,67,15,http://www.zxcs.me/post/9172,,,,,,,,
都市,《韩娱之光影交错》（校对版全本）作者：姬叉,1371,115,http://www.zxcs.me/post/10504,,,,,,,,
都市,《逍遥小镇长》（校对版全本）作者：全金属弹壳,241,16,http://www.zxcs.me/post/10501,,,,,,,,
都市,《平步青云》（校对版全本）作者：骑鹤人,86,83,http://www.zxcs.me/post/10477,,,,,,,,
都市,《铁掌无敌王小军》（校对版全本）作者：张小花,206,44,http://www.zxcs.me/post/10474,,,,,,,,
都市,《重生之等你长大》（校对版全本）作者：项庭生,444,210,http://www.zxcs.me/post/10471,,,,,,,,
都市,《仙源农场》（校对版全本）作者：江南三十,87,43,http://www.zxcs.me/post/10456,,,,,,,,
都市,《极品逍遥高手》（校对版全本）作者：青山依旧在,67,45,http://www.zxcs.me/post/10742,,,,,,,,
都市,《天崩泪流》（校对版全本）作者：飘无踪,23,16,http://www.zxcs.me/post/9178,,,,,,,,
都市,《天庭清洁工》（校对版全本）作者：李家老店,113,95,http://www.zxcs.me/post/10404,,,,,,,,
都市,《都市无上仙医》（校对版全本）作者：断桥残雪,290,125,http://www.zxcs.me/post/10399,,,,,,,,
都市,《绝品丹医》（校对版全本）作者：玲丹妙药,50,36,http://www.zxcs.me/post/10337,,,,,,,,
都市,《狂神进化》（校对版全本）作者：逆天而翔,176,99,http://www.zxcs.me/post/10320,,,,,,,,
都市,《超能纪元》（校对版全本）作者：黄金沙加,99,65,http://www.zxcs.me/post/10315,,,,,,,,
都市,《风水大相师》（校对版全本）作者：精品香烟,75,44,http://www.zxcs.me/post/10314,,,,,,,,
都市,《逆命》（校对版全本）作者：虾写,105,14,http://www.zxcs.me/post/9337,,,,,,,,
都市,《混世刁民》（校对版全本）作者：关中老人,107,55,http://www.zxcs.me/post/10301,,,,,,,,
都市,《全能武侠系统》（校对版全本）作者：太乙大真人,134,90,http://www.zxcs.me/post/10295,,,,,,,,
都市,《文艺时代》（精校版全本）作者：睡觉会变白,1780,57,http://www.zxcs.me/post/10291,,,,,,,,
都市,《第三重人格》（校对版全本）作者：常舒欣,162,20,http://www.zxcs.me/post/10282,,,,,,,,
都市,《官场之高手过招》（校对版全本）作者：良木水中游,66,36,http://www.zxcs.me/post/10272,,,,,,,,
都市,《步步高升》（校对版全本）作者：烟斗老哥,102,55,http://www.zxcs.me/post/10263,,,,,,,,
都市,《电影大师》（校对版全本）作者：机器人瓦力,160,112,http://www.zxcs.me/post/10256,,,,,,,,
都市,《肖靖堂升职记》（校对版全本）作者：珍爱一生,43,25,http://www.zxcs.me/post/9658,,,,,,,,
都市,《天才布衣》（校对版全本）作者：一起成功,81,33,http://www.zxcs.me/post/9346,,,,,,,,
都市,《超级灵泉》（校对版全本）作者：青幕山,136,18,http://www.zxcs.me/post/10244,,,,,,,,
都市,《特战兵王》（校对版全本）作者：青光楚辞,40,14,http://www.zxcs.me/post/10239,,,,,,,,
都市,《美梦时代》（校对版全本）作者：俊秀才,243,79,http://www.zxcs.me/post/10225,,,,,,,,
都市,《黄金牧场》（校对版全本）作者：卖萌无敌小小宝,113,56,http://www.zxcs.me/post/10223,,,,,,,,
都市,《至尊厨王》（校对版全本）作者：明月长剑,38,24,http://www.zxcs.me/post/10214,,,,,,,,
都市,《龙腾成长系统》（校对版全本）作者：海渊龙儿,22,16,http://www.zxcs.me/post/10202,,,,,,,,
都市,《都市之最强纨绔》（校对版全本）作者：左耳思念,145,48,http://www.zxcs.me/post/10170,,,,,,,,
都市,《妖孽学霸》（校对版全本）作者：维斯特帕列,122,33,http://www.zxcs.me/post/10168,,,,,,,,
都市,《商业枭雄》（校对版全本）作者：风吹过,20,8,http://www.zxcs.me/post/9843,,,,,,,,
都市,《从岛主到国王》（校对版全本）作者：符宝,156,32,http://www.zxcs.me/post/10162,,,,,,,,
都市,《今天开始画漫画》（校对版全本）作者：暴走的推土机,31,23,http://www.zxcs.me/post/9507,,,,,,,,
都市,《美利坚牧场》（校对版全本）作者：扬帆小虫,59,37,http://www.zxcs.me/post/10142,,,,,,,,
都市,《宝瞳》（校对版全本）作者：东人,167,34,http://www.zxcs.me/post/10117,,,,,,,,
都市,《女总裁的近身高手》（校对版全本）作者：不吃老鼠的猫,31,15,http://www.zxcs.me/post/10110,,,,,,,,
都市,《官道无疆》（校对版全本）作者：瑞根,503,41,http://www.zxcs.me/post/10089,,,,,,,,
都市,《资源帝国》（校对版全本）作者：蒹葭苍苍,51,13,http://www.zxcs.me/post/10087,,,,,,,,
都市,《超级科技大亨》（校对版全本）作者：驾雾,52,11,http://www.zxcs.me/post/10080,,,,,,,,
都市,《那些年，我爱过的女人》（校对版全本）作者：马小虎,72,47,http://www.zxcs.me/post/10072,,,,,,,,
都市,《所向披靡(校园太子爷)》（校对版全本）作者：郭小贝,55,28,http://www.zxcs.me/post/10070,,,,,,,,
都市,《官道红颜》（校对版全本）作者：西楼月,113,54,http://www.zxcs.me/post/10069,,,,,,,,
都市,《美女来袭》（校对版全本）作者：武异,106,39,http://www.zxcs.me/post/10064,,,,,,,,
都市,《超级成长》（校对版全本）作者：天生小人物,51,23,http://www.zxcs.me/post/10063,,,,,,,,
都市,《赌徒》（校对版全本）作者：暗夜茗香,74,16,http://www.zxcs.me/post/10060,,,,,,,,
都市,《最强超能高手(美女之绝品高手)》（校对版全本）作者：月下狼影,41,15,http://www.zxcs.me/post/10055,,,,,,,,
都市,《神级保镖在都市》（校对版全本）作者：狂笑,35,26,http://www.zxcs.me/post/10053,,,,,,,,
都市,《巅峰宝鉴》（校对版全本）作者：夜泊人,41,11,http://www.zxcs.me/post/10051,,,,,,,,
都市,《绝色生香》（校对版全本）作者：十阶浮屠,102,30,http://www.zxcs.me/post/10033,,,,,,,,
都市,《教我妖术的女孩》（校对版全本）作者：麟昙,51,8,http://www.zxcs.me/post/10031,,,,,,,,
都市,《仙宝》（校对版全本）作者：烛,108,19,http://www.zxcs.me/post/10012,,,,,,,,
都市,《一顾倾城》（校对版全本）作者：仗剑天涯,30,12,http://www.zxcs.me/post/10000,,,,,,,,
都市,《绝品邪少》（校对版全本）作者：坤境,39,37,http://www.zxcs.me/post/9998,,,,,,,,
都市,《重生之世家子弟》（校对版全本）作者：九悟,261,42,http://www.zxcs.me/post/9985,,,,,,,,
都市,《天才相士》（校对版全本）作者：潜龙勿用,123,35,http://www.zxcs.me/post/9956,,,,,,,,
都市,《超级合成系统》（校对版全本）作者：哇哈哈八宝粥,80,68,http://www.zxcs.me/post/9951,,,,,,,,
都市,《花都邪王》（校对版全本）作者：樵苏,31,12,http://www.zxcs.me/post/9937,,,,,,,,
都市,《养个女儿做老婆》（校对版第二部全本）作者：何不干,120,46,http://www.zxcs.me/post/9922,,,,,,,,
都市,《误入官场》（校对版全本）作者：可大可小,190,31,http://www.zxcs.me/post/9874,,,,,,,,
都市,《一统日娱》（校对版全本）作者：纯血战五渣,63,54,http://www.zxcs.me/post/9872,,,,,,,,
都市,《我叫术士》（校对版全本）作者：穿过红尘,168,32,http://www.zxcs.me/post/9870,,,,,,,,
都市,《大明星系统》（校对版全本）作者：射手座李不二,86,38,http://www.zxcs.me/post/9868,,,,,,,,
都市,《都市最高手》（校对版全本）作者：诸葛叶少,31,19,http://www.zxcs.me/post/10752,,,,,,,,
都市,《我的老婆是重生的》（校对版全本）作者：养蚕人,64,26,http://www.zxcs.me/post/9864,,,,,,,,
都市,《打造电影教父》（校对版全本）作者：万乘北宸,61,37,http://www.zxcs.me/post/9863,,,,,,,,
都市,《我就是传奇》（校对版全本）作者：伪戒,77,63,http://www.zxcs.me/post/9861,,,,,,,,
都市,《超级娱乐王朝》（校对版全本）作者：厄夜怪客,246,39,http://www.zxcs.me/post/9857,,,,,,,,
都市,《危险拍档》（校对版全本）作者：常舒欣,132,14,http://www.zxcs.me/post/9844,,,,,,,,
都市,《放牧美利坚》（校对版全本）作者：何仙居,43,20,http://www.zxcs.me/post/9835,,,,,,,,
都市,《邪医都市行》（校对版全本）作者：无常,30,27,http://www.zxcs.me/post/9833,,,,,,,,
都市,《大鉴定师》（校对版全本）作者：冰火阑珊,136,19,http://www.zxcs.me/post/9828,,,,,,,,
都市,《少年的逆袭》（校对版全本）作者：L同学,31,25,http://www.zxcs.me/post/9822,,,,,,,,
都市,《绝品爱神系统》（校对版全本）作者：L同学,63,32,http://www.zxcs.me/post/9815,,,,,,,,
都市,《系统之校长来了》（校对版全本）作者：修身,78,14,http://www.zxcs.me/post/9311,,,,,,,,
都市,《黄金渔场》（校对版全本）作者：全金属弹壳,1387,52,http://www.zxcs.me/post/9777,,,,,,,,
都市,《低调高手》（校对版全本）作者：太二叔,25,22,http://www.zxcs.me/post/9770,,,,,,,,
都市,《好莱坞制作》（校对版全本）作者：白色十三号,105,16,http://www.zxcs.me/post/9763,,,,,,,,
都市,《极品瞳术》（校对版全本）作者：翼V龙,48,34,http://www.zxcs.me/post/9745,,,,,,,,
都市,《天书科技》（校对版全本）作者：一桶布丁,39,18,http://www.zxcs.me/post/9726,,,,,,,,
都市,《重生之大英雄》（校对版全本）作者：沧海煮成酒,119,10,http://www.zxcs.me/post/10424,,,,,,,,
都市,《深山少年闯都市》（校对版全本）作者：夜与人,20,19,http://www.zxcs.me/post/9724,,,,,,,,
都市,《恋战星梦》（校对版全本）作者：韩错,84,49,http://www.zxcs.me/post/9700,,,,,,,,
都市,《逍遥军医》（校对版全本）作者：中秋月明,811,30,http://www.zxcs.me/post/9699,,,,,,,,
都市,《天才卦师》（校对版全本）作者：刀锋,52,17,http://www.zxcs.me/post/9686,,,,,,,,
都市,《医道花途》（校对版全本）作者：缸里有米,64,28,http://www.zxcs.me/post/9680,,,,,,,,
都市,《偷香邪医》（校对版全本）作者：挥墨客,52,20,http://www.zxcs.me/post/9673,,,,,,,,
都市,《护花妙手》（校对版全本）作者：星辉,16,14,http://www.zxcs.me/post/9668,,,,,,,,
都市,《超级电子帝国》（校对版全本）作者：千年静守,128,35,http://www.zxcs.me/post/9656,,,,,,,,
都市,《最终智能》（校对版全本）作者：怕冷的火焰,63,14,http://www.zxcs.me/post/9041,,,,,,,,
都市,《重任》（校对版全本）作者：曲封,106,23,http://www.zxcs.me/post/9653,,,,,,,,
都市,《商踪谍影》（校对版全本）作者：虾写,130,5,http://www.zxcs.me/post/9650,,,,,,,,
都市,《田园牧场》（校对版全本）作者：若忘书,74,41,http://www.zxcs.me/post/9646,,,,,,,,
都市,《势利眼》（校对版全本）作者：狂奔的海马,37,6,http://www.zxcs.me/post/9624,,,,,,,,
都市,《大神戒》（校对版全本）作者：兔子来了,84,28,http://www.zxcs.me/post/9620,,,,,,,,
都市,《至尊公子》（校对版全本）作者：青冥暮雨,21,8,http://www.zxcs.me/post/10736,,,,,,,,
都市,《胖子的韩娱》（校对版全本）作者：胖子爱吃炖豆角,165,60,http://www.zxcs.me/post/9605,,,,,,,,
都市,《航空梦》（校对版全本）作者：五彩贝壳,40,15,http://www.zxcs.me/post/9590,,,,,,,,
都市,《道藏美利坚》（校对版全本）作者：半仙算命,146,32,http://www.zxcs.me/post/9584,,,,,,,,
都市,《怪厨》（校对版全本）作者：田十,210,38,http://www.zxcs.me/post/9553,,,,,,,,
都市,《材料帝国》（校对版全本）作者：齐橙,220,15,http://www.zxcs.me/post/9551,,,,,,,,
都市,《官道》（校对版全本）作者：温岭闲人,74,27,http://www.zxcs.me/post/10749,,,,,,,,
都市,《超级电力强国》（校对版全本）作者：给您添蘑菇啦,159,21,http://www.zxcs.me/post/9506,,,,,,,,
都市,《我的魔法美少女们》（校对版全本）作者：贾海,51,22,http://www.zxcs.me/post/9471,,,,,,,,
都市,《我和她的恋爱喜剧》（校对版全本）作者：L同学,41,22,http://www.zxcs.me/post/9451,,,,,,,,
都市,《超级英雄》（校对版全本）作者：蔡晋,50,18,http://www.zxcs.me/post/9434,,,,,,,,
都市,《现代天师的修道生涯》（校对版全本）作者：长孙禹哲,58,11,http://www.zxcs.me/post/9406,,,,,,,,
都市,《青春我做主(女子班级男班长)》（校对版全本）作者：L同学,71,16,http://www.zxcs.me/post/9404,,,,,,,,
都市,《恶霸》（校对版全本）作者：知白,26,15,http://www.zxcs.me/post/9327,,,,,,,,
都市,《我的董事长老婆》（校对版全本）作者：黑夜de白羊,72,36,http://www.zxcs.me/post/9321,,,,,,,,
都市,《逍遥渔夫》（校对版全本）作者：醛石,117,6,http://www.zxcs.me/post/9308,,,,,,,,
都市,《极品仙医在都市》（校对版全本）作者：天子,44,24,http://www.zxcs.me/post/9300,,,,,,,,
都市,《我是全民女神》（校对版全本）作者：残秋当惜,61,20,http://www.zxcs.me/post/9290,,,,,,,,
都市,《重生迷梦》（校对版全本）作者：薛定谔的猫,35,18,http://www.zxcs.me/post/9248,,,,,,,,
都市,《绝品神医(极品大高手)》（校对版全本）作者：李闲鱼,49,8,http://www.zxcs.me/post/9226,,,,,,,,
都市,《都市纵横之草根天王》（校对版全本）作者：远尘,32,5,http://www.zxcs.me/post/9218,,,,,,,,
都市,《彪汉》（校对版全本）作者：平凡心,19,4,http://www.zxcs.me/post/9203,,,,,,,,
都市,《人不轻狂枉少年》（校对版全本）作者：张少年,14,10,http://www.zxcs.me/post/9184,,,,,,,,
都市,《无敌储物戒》（校对版全本）作者：明日复明日,94,22,http://www.zxcs.me/post/9165,,,,,,,,
都市,《我曾混过的岁月》（校对版全本）作者：无良80,12,4,http://www.zxcs.me/post/9123,,,,,,,,
都市,《天才宝鉴》（校对版全本）作者：潜龙勿用,32,12,http://www.zxcs.me/post/9111,,,,,,,,
都市,《极品司机》（校对版全本）作者：水煮排骨,31,12,http://www.zxcs.me/post/9058,,,,,,,,
都市,《男人往事不可追》（校对版全本）作者：帝吧神之手,18,15,http://www.zxcs.me/post/9053,,,,,,,,
都市,《重生潜入梦》（校对版全本）作者：第十个名字,192,27,http://www.zxcs.me/post/9027,,,,,,,,
都市,《长生两千年》（校对版全本）作者：媚眉下,57,24,http://www.zxcs.me/post/9000,,,,,,,,
都市,《无限归来之超级警察》（校对版全本）作者：勿明,148,46,http://www.zxcs.me/post/8998,,,,,,,,
都市,《医道生香》（校对版全本+番外）作者：梁不凡,48,12,http://www.zxcs.me/post/8994,,,,,,,,
都市,《重生之平行线》（校对版全本）作者：地黄丸,246,42,http://www.zxcs.me/post/8983,,,,,,,,
都市,《我的美女俏老婆》（校对版全本）作者：漫雨,41,28,http://www.zxcs.me/post/8974,,,,,,,,
都市,《逐艳人生》（校对版全本）作者：彬临城下,84,13,http://www.zxcs.me/post/8969,,,,,,,,
